"year","month","fleet","sex","partition","input_n","f18","f20","f22","f24","f26","f28","f30","f32","f34","f36","f38","f40","f42","f44","f46","f48","f50","f52","f54","f56","f58","f60","f62","f64","f66","f68","f70","f72","f74","f76","f78","f80","f82","f84","f86","f88","f90","m18","m20","m22","m24","m26","m28","m30","m32","m34","m36","m38","m40","m42","m44","m46","m48","m50","m52","m54","m56","m58","m60","m62","m64","m66","m68","m70","m72","m74","m76","m78","m80","m82","m84","m86","m88","m90"
1974,"7",1,0,2,7.06,0,0,0,0,0,0,0,0,0,0,2354.3129,8109.2999,8109.2999,7062.9386,6801.3483,784.771,523.1806,1046.3613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,"7",1,0,2,7.06,0,0,0,0,0,0,0,0,0,0,383.6054,3452.4486,13426.189,18029.4538,18413.0592,13042.5836,11508.162,5370.4756,6521.2918,1150.8162,767.2108,383.6054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,"7",1,0,2,7.06,0,0,0,0,0,0,0,0,0,0,0,0,410.6368,821.2737,1642.5473,1231.9105,2053.1842,2874.4579,7802.0999,11908.4682,11497.8314,17246.7471,11087.1946,14372.2893,11087.1946,11908.4682,11087.1946,9444.6472,5748.9157,4517.0052,3695.7315,1642.5473,821.2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,"7",1,0,2,141.2,0,0,0,0,0,0,0,0,214.569,3642.3648,10979.8401,79002.9883,115811.8619,104043.7244,46254.8502,29104.143,32169.0313,36640.5595,50073.9983,38971.3376,25806.6348,20895.1488,25516.8006,14620.2748,9729.3569,13132.5515,3786.3289,5280.7058,2740.2252,1198.4675,798.9783,199.7446,1741.5023,0,0,199.7446,1741.5023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,"7",1,0,2,85.69,0,0,0,0,0,0,0,1606.6134,0,0,0,0,5686.4265,16136.5837,47966.2125,93009.948,84070.7951,64924.5843,45215.4967,46054.9203,47250.2502,17414.3375,4836.4136,3860.3971,476.6775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,"7",1,0,2,388.3,0,0,0,0,0,0,0,0,0,0,874.1064,8805.6643,31879.688,36521.3449,61769.3626,103109.5349,300155.4903,557315.2637,692337.5922,621895.7558,451683.2047,295180.2996,182163.8493,118367.8034,67515.9578,34347.5162,33394.5161,16482.9141,12852.9069,12716.5854,7300.5599,4819.8401,3213.2267,6426.4535,0,0,3885.6163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,"7",1,0,2,247.1,0,0,0,0,0,0,0,0,0,1606.6134,0,3188.216,17158.9772,77666.4204,149677.262,182087.5648,209046.547,234174.7931,309838.1862,301013.851,228174.4966,189253.3055,102242.8259,92939.6015,54297.6186,41823.6146,47417.0874,14686.4162,18470.161,5907.1919,6117.593,2290.0288,0,565.6426,0,1548.6526,4914.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"7",1,0,2,56.48,0,0,0,0,0,0,0,0,0,0,0,0,139.3052,638.5977,3843.3102,11914.3974,21239.1317,29860.9687,42530.8189,51866.7663,78802.7887,59678.5576,60116.0942,33254.0875,40822.1787,16779.7703,21287.7633,10191.4686,7467.9806,9228.6639,5900.391,4854.4605,199.1176,1995.0085,5437.7647,4949.3051,1995.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"7",1,0,2,169.44,0,0,0,0,0,0,0,0,0,0,3340.3877,9172.7767,62865.0013,95920.1991,175491.9319,290072.5876,275324.5998,255011.142,242404.5982,141870.9106,86115.9954,72272.923,53394.9973,31007.7274,23638.5348,19603.815,13604.122,11637.4978,3280.8882,2806.1138,4625.3073,2632.5329,1801.1212,889.1984,484.8547,0,611.5841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,"7",1,0,2,43.116,0,0,0,0,0,0,0,0,0,307.1504,4993.7575,4860.5244,5959.0009,4352.3875,6521.9326,2278.3216,5695.8039,3417.4823,3417.4823,1139.1608,5371.912,5398.9894,9095.8747,11113.1662,2384.1399,1258.8677,1958.1379,576.0113,161.2667,245.5764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"7",1,0,2,35.012,0,0,0,0,0,0,0,0,0,0,1606.6134,3033.1819,3460.3119,3220.9616,4748.4201,6835.0108,17272.8364,13423.5325,18589.4521,8883.0751,13573.6127,8097.3493,6085.4515,8618.7656,2006.392,2211.5306,1170.6275,892.0574,446.0287,0,446.0287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,"7",1,0,2,18.456,0,0,0,0,0,0,2452.0571,7969.1856,11647.2712,12260.2855,7969.1856,2452.0571,1839.0428,613.0143,613.0143,667.4273,667.4273,2927.8266,2309.2354,3274.247,3576.5158,969.6962,646.4641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"7",1,0,2,12.762,0,0,0,0,0,0,0,0,0,0,0,1212.3407,417.5557,0,2030.944,1252.667,7869.9485,2922.8897,2087.7784,1252.667,835.1113,835.1113,417.5557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,"7",1,0,2,17.21,0,0,0,0,0,0,0,0,0,0,478.9464,957.8927,2678.6017,3009.8505,1644.9207,1381.1586,1830.2786,658.3184,2270.6668,0,0,0,2243.2449,1495.4966,1495.4966,1202.5439,0,1819.1824,454.7956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"7",1,0,2,22.49,0,0,0,0,0,0,0,0,0,0,337.7251,1964.1123,2701.8012,3977.451,3209.5113,4520.899,5306.218,2472.2128,1647.6938,1105.1096,1105.1096,843.1158,581.1221,957.3852,658.0938,957.3852,638.2568,319.1284,0,319.1284,0,319.1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,"7",1,0,2,1.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"7",1,0,2,175.272,0,0,0,0,0,0,0,3431.1991,8098.4673,9761.4359,11927.5446,10225.0939,9122.3492,15692.3829,33625.9022,44517.6723,60102.2033,64098.0274,49990.7042,35337.478,25825.2484,8885.2007,2202.7539,4756.0393,1853.9422,877.6841,821.8578,1134.6787,249.0092,726.9663,23.9004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,"7",1,0,2,163.92,0,0,0,0,0,0,0,0,362.0304,0,119.7952,4102.8639,6399.5123,19646.4426,41550.1579,46034.6116,52355.9598,38794.7006,29061.0796,17577.6966,16681.8577,28143.2876,24383.1543,18586.2426,9148.4315,8164.9478,2406.9535,2710.7919,1650.788,1512.2959,1394.3372,1182.8478,237.822,238.1806,165.9894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"7",1,0,2,223.258,0,0,0,0,0,0,388.9912,2877.2884,7864.7031,15658.2465,14813.9092,3088.0142,4107.037,12921.2718,31806.3332,65184.8426,84868.2653,112131.4438,152263.3845,97045.0967,67004.012,39999.6719,41263.3061,25251.8294,15679.575,3644.7957,3862.9186,6614.1059,2261.6449,0,4248.6448,63.5433,63.5433,0,0,0,1091.4706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,"7",1,0,2,114.594,0,0,0,0,0,0,0,202.5151,202.5151,202.5151,0,3315.6121,4575.4862,7294.2818,7961.2249,18426.1098,36417.5637,54389.8495,64060.0074,40203.4036,30905.4825,18854.8848,11535.0235,9195.8571,15228.161,2119.6692,4596.6045,2730.9659,3975.1316,1345.3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"7",1,0,2,111.94,0,0,0,0,0,0,0,0,0,0,0,654.2766,1907.5385,4940.9926,14301.2462,30235.8314,36456.3991,54749.1352,54650.3536,45847.882,23506.5493,17051.4451,8232.503,6323.1542,5580.1577,1000.2145,1833.0677,1695.1626,1157.9808,173.0321,90.1014,0,0,1161.0294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"7",1,0,2,91.688,0,0,0,0,0,0,0,0,0,0,221.6552,0,914.854,1845.7152,5679.8006,8672.7491,10111.4139,11908.9333,7212.4067,7028.9731,5506.6966,2817.6796,2974.7602,2943.454,1710.212,1125.3335,1258.1025,1092.9426,537.8399,555.481,513.3233,55.9477,199.1189,97.5104,125.6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"7",1,0,2,126.702,0,0,0,0,0,0,0,0,0,0,0,71.2317,189.9512,680.7356,3085.4539,7601.7479,14936.8219,16741.3516,16293.7916,18080.3351,8935.8928,8077.1151,5430.2299,4361.7442,2240.3284,2420.3783,1095.7539,1257.2201,715.8274,509.7233,544.3657,106.7069,0,0,0,0,23.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,"7",1,0,2,200.734,0,0,0,0,0,0,406.4193,5651.128,13444.189,51051.932,34290.1262,13534.5987,5982.2675,2227.8537,3495.7066,15753.0762,29748.2602,32589.4275,46285.7376,49769.4221,27008.9818,32421.883,18292.1179,15776.6467,5510.0373,4593.4133,1719.5815,1641.5273,1054.2293,640.2471,860.6988,366.7814,0,230.7764,461.5528,170.4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"7",1,0,2,222.568,0,0,0,0,0,0,327.2499,11140.3316,14787.4713,15350.3686,28801.3888,46211.6614,34914.6382,29488.4457,32183.4865,24638.7452,44749.6093,54687.1298,49371.2744,31700.3371,27973.2756,15764.3897,13683.9752,7220.002,3943.6527,9672.1754,1085.5156,3076.5686,842.2149,1138.442,1182.2948,1373.0404,58.3265,267.3088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,"7",1,0,2,211.602,0,0,0,0,0,0,0,0,33.4509,550.9528,2672.9378,14734.13,15718.3071,20686.0669,17898.6335,12104.3191,12528.0128,10301.4146,11304.7614,8238.0474,5061.5338,6052.625,3270.1449,3327.8835,747.8339,1249.8463,38.968,684.2731,49.5603,148.5936,0,151.8755,326.2482,0,160.7427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"7",1,0,2,229.326,0,0,0,0,236.0537,0,0,0,1476.6173,1522.7615,476.8243,4897.3291,8139.0727,12186.2298,23367.9127,26938.1428,36290.8083,43254.4726,43567.48,42573.4555,33253.5728,26574.7573,14547.3251,11099.8113,11142.8049,8250.6146,2400.7825,1631.525,1698.7997,2466.0575,2765.7152,685.8993,353.1158,178.9622,59.505,0,411.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"7",1,0,2,302.468,0,0,0,0,0,0,0,0,247.3771,692.4303,1870.7066,9647.2316,25216.9152,39883.3249,37173.1612,48354.3987,28375.1454,33461.042,35639.7538,24548.9785,23222.4136,17830.0004,13515.4412,7963.9305,3782.6234,2336.0598,943.5472,946.2553,800.4026,57.2271,448.1264,119.3016,29.0756,0,0,0,119.3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,"7",1,0,2,210.118,0,0,0,0,0,0,0,13.5226,74.3743,331.3036,1084.7451,4459.4734,8254.1827,16182.0636,16402.6487,19511.8608,20593.0176,25929.8942,22692.2791,22619.196,14798.0218,11861.4126,7836.2267,7363.5595,4059.3514,3750.7954,2429.4072,1182.7536,618.7003,887.3965,60.5784,11.205,425.8523,37.7047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,"7",1,0,2,113.732,0,0,0,0,0,0,0,0,0,459.4648,0,201.2398,2187.7676,4133.9853,10854.4873,27460.322,18570.0379,21424.1244,14659.2663,15389.9472,12609.4771,10687.4927,6972.9367,9128.9226,6039.1864,4877.7564,2007.2604,2478.7271,1150.7921,554.0911,238.6881,658.8849,196.4081,366.1903,0,0,149.0949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"7",1,0,2,158.194,33.4034,0,0,0,0,0,0,93.7397,68.59,0,16.4358,547.779,1980.2877,3420.9515,10417.1868,19058.8873,19421.317,22127.1128,17639.7121,15934.1204,8532.4725,8947.4264,6565.7591,11865.2065,6655.569,8903.3178,4978.1717,2748.7817,1180.6684,2280.4718,1293.5672,3013.0081,177.2059,74.7828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"7",1,0,2,119.524,0,0,0,0,0,0,0,0,0,0,0,1006.0324,733.2525,2157.3468,10729.0238,27214.4878,24492.5639,27416.6567,28544.141,24730.4605,23475.7672,27334.1878,14694.0609,14781.584,15995.5791,14661.9117,14256.1072,9209.7001,7200.6636,4764.3166,1178.0282,4289.3102,0,634.1506,0,0,99.3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"7",1,0,2,88.512,0,0,0,0,0,0,13384.929,71749.7585,83122.9418,36936.2865,4282.5444,35.9715,708.3263,1458.2764,7603.3244,9479.7954,22571.7107,23235.5152,19936.6784,21204.5347,9537.85,16761.9846,5179.0409,1738.1715,2608.1067,2601.9347,5733.9668,2650.8845,2808.0451,3307.7543,612.3382,0,61.0458,0,61.0458,0,61.0458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"7",1,0,2,60.676,0,0,0,0,0,0,0,32.2056,32.2056,565.3038,919.7408,4483.4086,3219.8174,2283.6592,3179.1027,8964.1797,8284.0955,12792.0399,6975.1093,10343.9136,13440.2159,12137.9077,6375.764,4101.6223,1691.1379,6545.2393,4134.7549,0,1708.2686,51.392,17.1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"7",1,0,2,54.95,0,0,0,0,0,0,0,1797.3297,3355.8504,3002.774,1689.1865,1533.6652,4071.6861,11603.4911,7204.3622,15548.9331,12844.1932,8425.709,5409.6978,4594.4281,3979.9368,5560.5498,2501.7638,1870.5916,3385.8676,3048.8704,6495.1296,1422.9499,338.7587,13.5179,0,27.0358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"7",1,0,2,219.392,0,208.899,0,0,0,342.7589,0,405.8306,366.3758,193.0671,1167.4638,4521.8532,11800.1815,18445.5976,16857.3806,27640.2214,35690.7911,35641.0395,32745.6,27911.3219,20087.2851,18381.9644,15500.0722,10392.846,2560.4053,656.5552,2085.0649,2856.1969,2547.3551,881.0289,1434.7042,501.3661,504.5258,50.58,0,0,77.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"7",1,0,2,248.234,0,0,0,0,0,0,230.4564,4.534,230.4634,428.0271,883.459,2462.8836,5993.6653,13532.5989,22579.8105,36518.7944,39527.5386,47520.774,48772.6858,35955.7722,24992.1581,27232.6167,20215.2348,9355.0332,7988.1709,6001.9822,6182.4121,1516.3321,1876.087,1047.5508,366.1419,479.329,0,244.3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"7",1,0,2,271.622,65.2588,233.8922,111.8448,65.0663,0,124.4415,871.0906,631.543,580.8698,719.3298,1575.2899,3526.5279,7157.395,6951.7235,17325.6782,44918.9327,66199.1883,65420.2022,83241.584,58535.9706,47526.5959,37111.6318,22138.7015,16872.7716,12605.1553,3952.6838,3511.4317,1542.9533,2405.6348,3234.9991,289.0178,4.6677,568.9549,0,342.3328,4.6677,9.3354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"7",1,0,2,395.61,0,0,0,0,26.897,1887.7196,7306.7236,17250.8416,32754.1453,26007.7934,31733.3357,22746.4598,25468.9456,34017.7782,39168.0709,55516.0378,58814.1529,62613.8161,50359.8707,46864.1666,35334.7077,24590.7483,18672.8112,18134.7078,8970.2334,8351.9657,2973.5077,1965.5296,2335.2184,0,1673.8424,258.8808,655.1352,380.8937,358.0245,126.8757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"7",1,0,2,314.752,0,0,364.6266,144.3925,1458.0297,13674.9345,54727.1184,65073.9536,72912.5719,50938.7394,42000.1223,38730.962,28630.4412,28928.6176,27778.8622,18995.7227,13575.5128,15206.4382,6077.9092,9917.4074,5754.9571,2705.1837,3475.6872,2006.2341,1557.1511,1492.7815,432.2093,564.0369,0,0,122.4593,216.4596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"7",1,0,2,142.74,0,0,0,0,0,5.6136,88.3603,441.6658,1147.5769,1492.4074,1201.1506,3459.3293,8347.2604,20472.3439,18599.0507,26742.4955,20613.3948,15928.1032,9877.3514,17152.0308,5929.9818,3973.0201,5405.8368,4256.6744,3129.7689,2559.3083,3435.2832,1881.3601,1281.6006,1552.3718,0,0,0,0,484.0874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"7",1,0,2,88.344,0,0,0,0,0,0,0,349.9965,2255.1964,2937.9707,3637.6445,9316.5732,9541.971,20618.6167,28138.7016,28259.5514,31503.5172,21977.2544,21560.9593,18502.9803,13358.3447,8812.7716,6809.3292,5122.3308,2325.3625,4692.0954,875.6537,682.0743,490.3839,112.9262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"7",1,0,2,50.736,0,0,0,0,0,0,0,12.5583,120.7738,409.6157,268.6136,235.0002,2200.344,13532.5125,10161.1409,4066.188,4307.1067,968.1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"7",1,0,2,40.394,0,0,45.0035,11.2509,11.2509,0,0,387.8436,952.0334,770.8216,1560.5435,4700.3609,8869.1226,17391.254,12262.6708,12589.324,4690.7655,2411.58,34.4017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"7",1,0,2,34.562,0,0,0,0,0,0,0,321.4896,1280.8371,247.2383,1143.9103,2455.2373,5731.1446,21543.7927,11177.4215,10647.1647,10024.3585,4008.1529,3798.5644,7656.7357,3798.5644,1606.6134,1255.7317,0,361.461,1084.3829,0,361.461,0,361.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"7",1,0,2,42.152,0,0,0,0,0,2043.5204,6438.2276,4451.1151,2361.2576,1515.0281,5144.7976,15277.5977,11683.8351,7296.1406,12989.2136,5045.8853,2996.3483,1226.7604,1526.0416,1226.7604,545.2269,768.3927,408.9201,272.6134,136.3067,272.6134,0,0,0,0,0,0,136.3067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"7",1,0,2,7.036,0,0,0,0,0,0,0,0,0,0,30.9178,20.6118,39.6968,10.3059,0,0,0,3010.9784,1505.4892,0,2258.2338,752.7446,0,0,909.0713,0,0,752.7446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,"7",1,0,2,3.828,0,0,0,0,0,0,0,0,0,0,20.8112,0,20.8112,20.8112,52.7436,52.7436,346.9882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,"7",1,3,2,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.6095,245.219,735.657,1348.7045,858.2665,1226.095,1839.1425,858.2665,613.0475,858.2665,367.8285,0,613.0475,122.6095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.6095,367.8285,1103.4855,3555.6755,3555.6755,2942.628,1226.095,245.219,0,0,122.6095,0,0,0,0,0,0,0,0,0,0,0
1978,"7",1,3,2,42.36,0,0,0,0,0,0,0,1606.6134,0,0,4274.4505,4196.4497,15442.7432,36300.8562,24867.0027,13714.4891,6786.286,1606.6134,1606.6134,7787.2907,5827.3748,13416.8264,14137.0049,11522.8569,12211.6495,15525.0522,16125.5527,11825.4053,10750.3684,9675.3316,3225.1105,3225.1105,4300.1474,2150.0737,3225.1105,0,0,0,0,0,0,0,0,0,0,1606.6134,1606.6134,1294.9181,3213.2267,17361.0518,40981.2737,35927.7392,19531.6366,5803.063,8174.984,15463.5333,10546.905,3234.0168,8296.0567,8562.6228,5396.1082,2614.1481,2150.0737,3225.1105,0,2150.0737,0,1075.0368,0,0,0,1075.0368,0,0
1980,"7",1,3,2,56.48,0,0,0,0,0,0,0,0,0,399.9859,1015.5987,772.6559,125.7459,2515.8618,15387.3978,21706.0985,34139.953,51185.2843,39705.1889,18470.1882,7045.1484,4606.5123,3139.0678,911.9752,2436.7837,2434.7791,58.4058,1662.1232,1557.2777,1591.7515,58.4058,46.4398,70.3717,46.4398,11.966,0,46.4398,0,0,0,0,0,0,0,0,399.9859,0,399.9859,0,872.7193,479.292,21874.1949,29134.119,40720.1283,33802.8692,12728.6166,5391.7889,5647.0668,6661.2414,2472.6816,1617.1075,2365.8315,47.8639,0,11.966,0,0,0,0,0,0,0,0,0
1981,"7",1,3,2,70.6,0,0,0,0,0,0,0,0,1606.6134,0,1606.6134,12852.9069,41333.862,48830.7675,39297.0482,47729.3688,26189.3068,13569.7618,26761.4641,12644.6467,6848.05,5087.2709,3984.4304,1697.7735,469.6536,2166.738,1835.5464,871.0291,515.9984,912.767,427.9157,855.8315,427.9157,1606.6134,0,0,0,0,0,0,0,0,0,0,0,0,0,12852.9069,12902.4177,39469.2495,57639.884,41645.9336,27925.4182,29566.596,21722.0175,22665.3423,7295.4767,4298.954,2674.2524,4706.9457,1974.47,1790.5318,1109.2238,745.3973,257.9992,0,0,0,0,0,0,0,0,0
1982,"7",1,3,2,21.18,0,0,0,0,0,0,0,0,3213.2267,3213.2267,11246.2936,17847.3932,18196.6855,13900.7839,16939.3645,4261.1037,3737.1652,7284.0984,2305.198,4769.4563,1556.2296,1032.2911,1509.4718,523.9385,2797.9647,7792.451,2274.0262,11083.1823,9395.0133,11560.788,6151.0397,6011.1914,2305.198,523.9385,2988.1968,2623.3185,349.2923,0,0,0,0,0,0,1606.6134,0,3213.2267,9639.6802,19628.6527,7125.0381,21584.5584,7125.0381,14583.7827,5739.4037,6329.3119,6453.1493,8901.8216,5390.1114,3003.3577,2335.9449,1509.4718,2274.0262,6663.0183,3546.9331,1001.1192,1940.3198,3213.2267,0,0,0,0,0,0,0,0
1983,"7",1,3,2,21.18,0,0,0,0,0,0,291.8554,0,583.7109,2334.8434,875.5663,0,583.7109,0,2042.988,2918.5543,8874.0054,3269.581,291.8554,2102.1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.8554,0,1167.4217,875.5663,0,1167.4217,2334.8434,4437.0027,12553.7842,21268.431,18015.1892,12729.1131,8277.956,10482.1185,4408.325,1518.4484,2204.1625,0,0,0,0,0,0,0,0,0,0,0,0,0
